Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,2053.449951171875,2004.27001953125,2050.550048828125,2010.0,326400,2010.0
2019-01-03,2014.719970703125,1991.6500244140625,2011.81005859375,1993.699951171875,428000,1993.699951171875
2019-01-04,2011.56005859375,1984.530029296875,1992.4000244140625,2010.25,409000,2010.25
2019-01-07,2048.06005859375,2030.9000244140625,2034.239990234375,2037.0999755859375,440200,2037.0999755859375
2019-01-08,2042.699951171875,2023.5899658203125,2038.6800537109375,2025.27001953125,397800,2025.27001953125
2019-01-09,2068.22998046875,2034.18994140625,2034.18994140625,2064.7099609375,386200,2064.7099609375
2019-01-10,2072.81005859375,2057.159912109375,2065.72998046875,2063.280029296875,382900,2063.280029296875
2019-01-11,2076.989990234375,2063.989990234375,2070.360107421875,2075.570068359375,380100,2075.570068359375
2019-01-14,2073.93994140625,2059.4599609375,2070.489990234375,2064.52001953125,432900,2064.52001953125
2019-01-15,2098.010009765625,2067.580078125,2069.139892578125,2097.179931640625,439500,2097.179931640625
2019-01-16,2106.35009765625,2091.919921875,2098.64990234375,2106.10009765625,500100,2106.10009765625
2019-01-17,2117.429931640625,2101.699951171875,2110.139892578125,2107.06005859375,475900,2107.06005859375
2019-01-18,2124.5,2113.43994140625,2116.429931640625,2124.280029296875,456700,2124.280029296875
2019-01-21,2134.169921875,2114.449951171875,2133.8701171875,2124.610107421875,398000,2124.610107421875
2019-01-22,2129.3701171875,2108.909912109375,2126.030029296875,2117.77001953125,419400,2117.77001953125
2019-01-23,2131.050048828125,2106.739990234375,2108.719970703125,2127.780029296875,408600,2127.780029296875
2019-01-24,2145.080078125,2125.47998046875,2127.8798828125,2145.030029296875,413700,2145.030029296875
2019-01-25,2178.010009765625,2146.639892578125,2147.919921875,2177.72998046875,410000,2177.72998046875
2019-01-28,2188.14990234375,2169.169921875,2184.409912109375,2177.300048828125,371600,2177.300048828125
2019-01-29,2183.360107421875,2162.530029296875,2172.830078125,2183.360107421875,552600,2183.360107421875
2019-01-30,2206.199951171875,2177.8798828125,2183.489990234375,2206.199951171875,480400,2206.199951171875
2019-01-31,2222.8798828125,2201.219970703125,2222.8798828125,2204.85009765625,545200,2204.85009765625
2019-02-01,2218.780029296875,2201.409912109375,2211.929931640625,2203.4599609375,479400,2203.4599609375
2019-02-07,2215.7900390625,2196.77001953125,2215.77001953125,2203.419921875,427800,2203.419921875
2019-02-08,2192.47998046875,2171.9599609375,2192.010009765625,2177.050048828125,391000,2177.050048828125
2019-02-11,2181.580078125,2167.360107421875,2180.5400390625,2180.72998046875,406100,2180.72998046875
2019-02-12,2195.050048828125,2178.590087890625,2182.7099609375,2190.469970703125,429900,2190.469970703125
2019-02-13,2203.7099609375,2194.75,2200.0,2201.47998046875,422000,2201.47998046875
2019-02-14,2225.85009765625,2186.090087890625,2195.919921875,2225.85009765625,573400,2225.85009765625
2019-02-15,2210.93994140625,2187.7099609375,2210.93994140625,2196.090087890625,400600,2196.090087890625
2019-02-18,2217.320068359375,2203.0,2207.360107421875,2210.889892578125,314400,2210.889892578125
2019-02-19,2213.8701171875,2193.340087890625,2208.9599609375,2205.6298828125,389100,2205.6298828125
2019-02-20,2234.679931640625,2213.830078125,2216.739990234375,2229.760009765625,374300,2229.760009765625
2019-02-21,2234.31005859375,2213.18994140625,2224.260009765625,2228.659912109375,382500,2228.659912109375
2019-02-22,2230.5,2217.080078125,2222.320068359375,2230.5,409300,2230.5
2019-02-25,2241.760009765625,2224.639892578125,2241.1298828125,2232.56005859375,339200,2232.56005859375
2019-02-26,2235.699951171875,2221.760009765625,2230.3701171875,2226.60009765625,332000,2226.60009765625
2019-02-27,2237.77001953125,2228.159912109375,2234.4599609375,2234.7900390625,301500,2234.7900390625
2019-02-28,2233.929931640625,2195.43994140625,2231.580078125,2195.43994140625,510000,2195.43994140625
2019-03-04,2216.02001953125,2188.56005859375,2210.969970703125,2190.659912109375,373200,2190.659912109375
2019-03-05,2185.739990234375,2171.330078125,2183.35009765625,2179.22998046875,313100,2179.22998046875
2019-03-06,2179.010009765625,2168.4599609375,2177.110107421875,2175.60009765625,328900,2175.60009765625
2019-03-07,2181.18994140625,2155.18994140625,2173.18994140625,2165.7900390625,292600,2165.7900390625
2019-03-08,2159.669921875,2137.43994140625,2152.800048828125,2137.43994140625,313300,2137.43994140625
2019-03-11,2145.31005859375,2125.5400390625,2140.2900390625,2138.10009765625,272100,2138.10009765625
2019-03-12,2161.68994140625,2150.9599609375,2154.610107421875,2157.179931640625,355300,2157.179931640625
2019-03-13,2154.110107421875,2134.159912109375,2152.659912109375,2148.409912109375,285600,2148.409912109375
2019-03-14,2158.340087890625,2142.31005859375,2154.35009765625,2155.679931640625,341000,2155.679931640625
2019-03-15,2181.77001953125,2152.590087890625,2152.9599609375,2176.110107421875,387100,2176.110107421875
2019-03-18,2183.89990234375,2172.340087890625,2179.68994140625,2179.489990234375,258000,2179.489990234375
2019-03-19,2183.760009765625,2171.050048828125,2183.030029296875,2177.6201171875,319700,2177.6201171875
2019-03-20,2177.18994140625,2152.2099609375,2171.409912109375,2177.10009765625,317600,2177.10009765625
2019-03-21,2200.320068359375,2173.699951171875,2183.110107421875,2184.8798828125,342700,2184.8798828125
2019-03-22,2195.419921875,2178.77001953125,2192.719970703125,2186.949951171875,333600,2186.949951171875
2019-03-25,2159.25,2143.699951171875,2158.800048828125,2144.860107421875,307100,2144.860107421875
2019-03-26,2153.89990234375,2143.6298828125,2152.97998046875,2148.800048828125,301300,2148.800048828125
2019-03-27,2152.909912109375,2132.419921875,2147.18994140625,2145.6201171875,363200,2145.6201171875
2019-03-28,2136.39990234375,2120.929931640625,2131.25,2128.10009765625,288000,2128.10009765625
2019-03-29,2143.300048828125,2124.070068359375,2138.449951171875,2140.669921875,364600,2140.669921875
2019-04-01,2171.489990234375,2153.31005859375,2153.31005859375,2168.280029296875,263300,2168.280029296875
2019-04-02,2181.3701171875,2171.840087890625,2177.199951171875,2177.179931640625,257500,2177.179931640625
2019-04-03,2203.2900390625,2172.830078125,2176.81005859375,2203.27001953125,358600,2203.27001953125
